"location","EffectSize","pvalue","att_estimator","ScaledL2Imbalance","power"
"market_001, market_002",-0.1,0,-41.2414460643754,0.974221672785144,1
"market_001, market_003",-0.1,0,-47.0008383472252,0.932959152354373,1
"market_001, market_004",-0.1,0,-33.8272018712673,0.979541653343287,1
"market_001, market_005",-0.1,0,-50.7848601370164,0.845545260968962,1
"market_001, market_006",-0.1,0,-50.341744187802,0.94254710492556,1
"market_001, market_007",-0.1,0,-54.4405854699724,0.845025012196062,1
"market_001, market_008",-0.1,0,-42.4197310715198,0.880112290072813,1
"market_001, market_009",-0.1,0,-47.3726753074244,0.972785858369118,1
"market_001, market_010",-0.1,0,-70.7961710271586,0.792720726342299,1
"market_001, market_011",-0.1,0,-42.4811922728965,0.922398114486904,1
"market_001, market_012",-0.1,0,-63.8500222141009,0.793004100482411,1
"market_001, market_013",-0.1,0,-33.9072294504613,0.956607949318338,1
"market_001, market_014",-0.1,0,-38.5556978161395,0.967932281092276,1
"market_002, market_003",-0.1,0,-32.8981204515188,0.84214321699884,1
"market_002, market_004",-0.1,0.04,-19.6224991269941,0.81223293246006,1
"market_002, market_005",-0.1,0,-35.7488566254889,0.93563034407949,1
"market_002, market_006",-0.1,0,-35.705789911382,0.865866488685841,1
"market_002, market_007",-0.1,0,-39.3837743069476,0.926419763696759,1
"market_002, market_008",-0.1,0,-28.2592348298096,0.900691380262431,1
"market_002, market_009",-0.1,0,-34.02627267591,0.825008356301007,1
"market_002, market_010",-0.1,0,-57.1461868229617,0.955440161565569,1
"market_002, market_011",-0.1,0,-28.5002767248347,0.84915256075777,1
"market_002, market_012",-0.1,0,-49.5053933692564,0.95728499026634,1
"market_002, market_013",-0.1,0,-19.5793147040479,0.795045897185008,1
"market_002, market_014",-0.1,0,-23.618057634535,0.821433847047364,1
"market_003, market_004",-0.1,0,-25.5209045861299,0.864116591098957,1
"market_003, market_005",-0.1,0,-41.8484635144223,0.983871778979788,1
"market_003, market_006",-0.1,0,-42.3951643204217,0.934685460431084,1
"market_003, market_007",-0.1,0,-44.7416849748155,0.963431586535905,1
"market_003, market_008",-0.1,0,-34.4554539603055,0.918970214240207,1
"market_003, market_009",-0.1,0,-37.8272515577096,0.859456666896157,1
"market_003, market_010",-0.1,0,-61.8744418731934,0.894350668061223,1
"market_003, market_011",-0.1,0,-33.3724384867266,0.918833797053667,1
"market_003, market_012",-0.1,0,-54.8781127246166,0.899521371809674,1
"market_003, market_013",-0.1,0,-25.3652813834892,0.854281863889403,1
"market_003, market_014",-0.1,0,-29.0208397938885,0.895916941918127,1
"market_004, market_005",-0.1,0,-28.5882117595274,0.960803363525081,1
"market_004, market_006",-0.1,0,-28.106027449967,0.868591050811644,1
"market_004, market_007",-0.1,0,-32.3974792443844,0.929280374491017,1
"market_004, market_008",-0.1,0.01,-21.195265728199,0.897729694957489,1
"market_004, market_009",-0.1,0,-25.8418537870908,0.821840857202821,1
"market_004, market_010",-0.1,0,-50.4851038262849,0.960965358666392,1
"market_004, market_011",-0.1,0,-20.3596457398741,0.865935540353873,1
"market_004, market_012",-0.1,0,-42.695164542182,0.934263035074545,1
"market_004, market_013",-0.1,0.14,-11.620438946408,0.789435878889335,0
"market_004, market_014",-0.1,0.09,-15.2184620367897,0.829212504806478,1
"market_005, market_006",-0.1,0,-45.1295221029654,0.983960754017652,1
"market_005, market_007",-0.1,0,-49.2773940037216,0.897312523209402,1
"market_005, market_008",-0.1,0,-37.5074199086979,0.951447592368599,1
"market_005, market_009",-0.1,0,-42.5339405489125,0.977599230059463,1
"market_005, market_010",-0.1,0,-66.3550631320437,0.844668647529712,1
"market_005, market_011",-0.1,0,-37.0776751513435,0.956704688356325,1
"market_005, market_012",-0.1,0,-59.5677457474697,0.800802110734658,1
"market_005, market_013",-0.1,0,-28.6169526579302,0.947228260394006,1
"market_005, market_014",-0.1,0,-32.6342337814201,0.979083634799583,1
"market_006, market_007",-0.1,0,-48.8104969848446,0.940455531252491,1
"market_006, market_008",-0.1,0,-37.0735853902436,0.970981840841132,1
"market_006, market_009",-0.1,0,-42.1528571858469,0.918237188867274,1
"market_006, market_010",-0.1,0,-66.548281472117,0.887051277788659,1
"market_006, market_011",-0.1,0,-36.6699166680982,0.956851527702305,1
"market_006, market_012",-0.1,0,-57.9495954481291,0.855378532372069,1
"market_006, market_013",-0.1,0,-28.3769808999615,0.886199166574996,1
"market_006, market_014",-0.1,0,-32.1526301014167,0.937203645590129,1
"market_007, market_008",-0.1,0,-41.4130073576342,0.914190163199347,1
"market_007, market_009",-0.1,0,-44.9632542298652,0.950035365151913,1
"market_007, market_010",-0.1,0,-68.5529151062628,0.830424548252793,1
"market_007, market_011",-0.1,0,-40.2341626835591,0.96062079830513,1
"market_007, market_012",-0.1,0,-62.3837472480726,0.783177595983718,1
"market_007, market_013",-0.1,0,-32.6417122429977,0.942381206603279,1
"market_007, market_014",-0.1,0,-36.4568821994074,0.95098002115582,1
"market_008, market_009",-0.1,0,-34.9969357175289,0.937428201514513,1
"market_008, market_010",-0.1,0,-59.1407037065985,0.817077716983841,1
"market_008, market_011",-0.1,0,-29.4286278662739,0.959820309261811,1
"market_008, market_012",-0.1,0,-50.9748885609591,0.852892275880321,1
"market_008, market_013",-0.1,0.02,-20.1771251126176,0.925557520967344,1
"market_008, market_014",-0.1,0,-24.7642649182682,0.944877957404362,1
"market_009, market_010",-0.1,0,-61.979376748868,0.916619291786067,1
"market_009, market_011",-0.1,0,-33.4750941535482,0.89116611797681,1
"market_009, market_012",-0.1,0,-54.6382482433055,0.906796656096969,1
"market_009, market_013",-0.1,0,-26.4309810978145,0.844228858920829,1
"market_009, market_014",-0.1,0,-29.6040755364239,0.884486592082734,1
"market_010, market_011",-0.1,0,-57.674130575634,0.855222273795556,1
"market_010, market_012",-0.1,0,-78.5433217865688,0.767728956225748,1
"market_010, market_013",-0.1,0,-49.2134087409343,0.957505570406223,1
"market_010, market_014",-0.1,0,-53.2718300013719,0.924516407448826,1
"market_011, market_012",-0.1,0,-49.985863089708,0.86534454190221,1
"market_011, market_013",-0.1,0,-20.3058953754625,0.884732655708805,1
"market_011, market_014",-0.1,0,-24.3183333657873,0.921602139886695,1
"market_012, market_013",-0.1,0,-42.6506507767679,0.90883064959468,1
"market_012, market_014",-0.1,0,-46.5291016348525,0.908723359700768,1
"market_013, market_014",-0.1,0.05,-15.4870724721191,0.849035593372722,1
"market_001, market_002",0,0.04,2.8692682213389,0.974221672785144,1
"market_001, market_003",0,0.05,-2.03298120436804,0.932959152354373,1
"market_001, market_004",0,0.67,6.34065527158983,0.979541653343287,0
"market_001, market_005",0,0.06,2.07228272012643,0.845545260968962,1
"market_001, market_006",0,0.41,-2.53817275923055,0.94254710492556,0
"market_001, market_007",0,0.42,2.86298595859905,0.845025012196062,0
"market_001, market_008",0,0.7,4.75169749990878,0.880112290072813,0
"market_001, market_009",0,0.01,-4.34410387885301,0.972785858369118,1
"market_001, market_010",0,0.67,5.72525754426988,0.792720726342299,0
"market_001, market_011",0,0.07,1.93309344138918,0.922398114486904,1
"market_001, market_012",0,0.63,3.78569207161334,0.793004100482411,0
"market_001, market_013",0,0.12,3.95705626382434,0.956607949318338,0
"market_001, market_014",0,0.19,6.11573075528908,0.967932281092276,0
"market_002, market_003",0,0.36,-4.89097759437599,0.84214321699884,0
"market_002, market_004",0,0.67,3.58464373014879,0.81223293246006,0
"market_002, market_005",0,0.03,0.147571945939684,0.93563034407949,1
"market_002, market_006",0,0.25,-4.86293276852484,0.865866488685841,0
"market_002, market_007",0,0.94,0.959082835909547,0.926419763696759,0
"market_002, market_008",0,0.37,1.95147945590465,0.900691380262431,0
"market_002, market_009",0,0.47,-7.95841553305286,0.825008356301007,0
"market_002, market_010",0,0.66,2.4145274627525,0.955440161565569,0
"market_002, market_011",0,0.96,-1.04670529626329,0.84915256075777,0
"market_002, market_012",0,0.88,1.1696066307436,0.95728499026634,0
"market_002, market_013",0,0.51,1.3242567245235,0.795045897185008,0
"market_002, market_014",0,0.26,4.09265665117924,0.821433847047364,0
"market_003, market_004",0,0.66,-1.45661887184422,0.864116591098957,0
"market_003, market_005",0,0.34,-5.09489208585085,0.983871778979788,0
"market_003, market_006",0,0.08,-10.6951643204217,0.934685460431084,1
"market_003, market_007",0,0.44,-3.54168497481546,0.963431586535905,0
"market_003, market_008",0,0.86,-3.38759681744835,0.918970214240207,0
"market_003, market_009",0,0.1,-10.9022515577096,0.859456666896157,0
"market_003, market_010",0,0.89,-1.45658473033628,0.894350668061223,0
"market_003, market_011",0,0.6,-5.06172420101234,0.918833797053667,0
"market_003, market_012",0,0.78,-3.34596986747374,0.899521371809674,0
"market_003, market_013",0,0.44,-3.60456709777489,0.854281863889403,0
"market_003, market_014",0,0.9,-0.452982651031367,0.895916941918127,0
"market_004, market_005",0,0.71,3.36535966904402,0.960803363525081,0
"market_004, market_006",0,0.68,-1.20602744996703,0.868591050811644,0
"market_004, market_007",0,0.1,4.00252075561554,0.929280374491017,0
"market_004, market_008",0,0.28,5.07259141465816,0.897729694957489,0
"market_004, market_009",0,0.32,-3.71685378709078,0.821840857202821,0
"market_004, market_010",0,0.67,5.13275331657217,0.960965358666392,0
"market_004, market_011",0,0.59,3.15106854584019,0.865935540353873,0
"market_004, market_012",0,0.38,4.03697831496083,0.934263035074545,0
"market_004, market_013",0,0.4,5.34027533930625,0.789435878889335,0
"market_004, market_014",0,0.37,8.54939510606742,0.829212504806478,0
"market_005, market_006",0,0.58,-5.54023638867972,0.983960754017652,0
"market_005, market_007",0,0.46,-0.188108289435929,0.897312523209402,0
"market_005, market_008",0,0.38,1.44972294844495,0.951447592368599,0
"market_005, market_009",0,0.57,-7.71965483462678,0.977599230059463,0
"market_005, market_010",0,0.31,1.95207972509914,0.844668647529712,0
"market_005, market_011",0,0.71,-0.877675151343478,0.956704688356325,0
"market_005, market_012",0,0.8,-0.146317176041131,0.800802110734658,0
"market_005, market_013",0,0.14,1.03304734206975,0.947228260394006,0
"market_005, market_014",0,0.72,3.82290907572269,0.979083634799583,0
"market_006, market_007",0,0.14,-4.77478269913036,0.940455531252491,0
"market_006, market_008",0,0.25,-3.17001396167221,0.970981840841132,0
"market_006, market_009",0,0.25,-12.3921429001326,0.918237188867274,0
"market_006, market_010",0,0.39,-3.29471004354556,0.887051277788659,0
"market_006, market_011",0,0.67,-5.52348809666962,0.956851527702305,0
"market_006, market_012",0,0.45,-3.58173830527202,0.855378532372069,0
"market_006, market_013",0,0.17,-3.78055232853295,0.886199166574996,0
"market_006, market_014",0,0.33,-0.749058672845227,0.937203645590129,0
"market_007, market_008",0,0.44,1.99056407093719,0.914190163199347,0
"market_007, market_009",0,0.18,-5.70253994415095,0.950035365151913,0
"market_007, market_010",0,0.08,4.20065632230853,0.830424548252793,1
"market_007, market_011",0,0.09,0.41226588786945,0.96062079830513,1
"market_007, market_012",0,0.63,1.48410989478452,0.783177595983718,0
"market_007, market_013",0,0.09,1.45471632843081,0.942381206603279,1
"market_007, market_014",0,0.67,4.44668922916402,0.95098002115582,0
"market_008, market_009",0,0.75,-5.8683642889575,0.937428201514513,0
"market_008, market_010",0,0.71,3.48072486483008,0.817077716983841,0
"market_008, market_011",0,0.98,1.08565784801184,0.959820309261811,0
"market_008, market_012",0,0.49,2.76082572475525,0.852892275880321,0
"market_008, market_013",0,0.3,3.78716060166815,0.925557520967344,0
"market_008, market_014",0,0.41,6.00716365316033,0.944877957404362,0
"market_009, market_010",0,0.93,-3.50080532029655,0.916619291786067,0
"market_009, market_011",0,0.19,-7.10366558211964,0.89116611797681,0
"market_009, market_012",0,0.83,-5.04539110044834,0.906796656096969,0
"market_009, market_013",0,0.19,-6.60955252638597,0.844228858920829,0
"market_009, market_014",0,0.68,-2.97550410785249,0.884486592082734,0
"market_010, market_011",0,0.39,2.19015513865166,0.855222273795556,0
"market_010, market_012",0,0.48,4.54239249914541,0.767728956225748,0
"market_010, market_013",0,0.34,4.1008769733514,0.957505570406223,0
"market_010, market_014",0,0.71,6.84959857005664,0.924516407448826,0
"market_011, market_012",0,0.85,0.992708338863395,0.86534454190221,0
"market_011, market_013",0,0,0.90124748168036,0.884732655708805,1
"market_011, market_014",0,0.86,3.69595234849843,0.921602139886695,0
"market_012, market_013",0,0.72,1.77792065180353,0.90883064959468,0
"market_012, market_014",0,0.6,4.70661265086184,0.908723359700768,0
"market_013, market_014",0,0.61,5.9772132421666,0.849035593372722,0
"market_001, market_002",0.1,0,46.9799825070532,0.974221672785144,1
"market_001, market_003",0.1,0,42.9348759384891,0.932959152354373,1
"market_001, market_004",0.1,0,46.508512414447,0.979541653343287,1
"market_001, market_005",0.1,0,54.9294255772693,0.845545260968962,1
"market_001, market_006",0.1,0,45.2653986693409,0.94254710492556,1
"market_001, market_007",0.1,0,60.1665573871705,0.845025012196062,1
"market_001, market_008",0.1,0,51.9231260713374,0.880112290072813,1
"market_001, market_009",0.1,0,38.6844675497185,0.972785858369118,1
"market_001, market_010",0.1,0,82.2466861156985,0.792720726342299,1
"market_001, market_011",0.1,0,46.3473791556749,0.922398114486904,1
"market_001, market_012",0.1,0,71.4214063573277,0.793004100482411,1
"market_001, market_013",0.1,0,41.8213419781101,0.956607949318338,1
"market_001, market_014",0.1,0,50.7871593267177,0.967932281092276,1
"market_002, market_003",0.1,0.01,23.1161652627669,0.84214321699884,1
"market_002, market_004",0.1,0,26.7917865872917,0.81223293246006,1
"market_002, market_005",0.1,0,36.0440005173683,0.93563034407949,1
"market_002, market_006",0.1,0,25.9799243743323,0.865866488685841,1
"market_002, market_007",0.1,0,41.3019399787667,0.926419763696759,1
"market_002, market_008",0.1,0,32.162193741619,0.900691380262431,1
"market_002, market_009",0.1,0,18.1094416098043,0.825008356301007,1
"market_002, market_010",0.1,0,61.9752417484668,0.955440161565569,1
"market_002, market_011",0.1,0,26.4068661323082,0.84915256075777,1
"market_002, market_012",0.1,0,51.8446066307437,0.95728499026634,1
"market_002, market_013",0.1,0,22.2278281530949,0.795045897185008,1
"market_002, market_014",0.1,0,31.8033709368936,0.821433847047364,1
"market_003, market_004",0.1,0,22.6076668424415,0.864116591098957,1
"market_003, market_005",0.1,0,31.6586793427206,0.983871778979788,1
"market_003, market_006",0.1,0,21.0048356795783,0.934685460431084,1
"market_003, market_007",0.1,0,37.6583150251846,0.963431586535905,1
"market_003, market_008",0.1,0,27.6802603254088,0.918970214240207,1
"market_003, market_009",0.1,0,16.0227484422904,0.859456666896157,1
"market_003, market_010",0.1,0,58.9612724125209,0.894350668061223,1
"market_003, market_011",0.1,0,23.248990084702,0.918833797053667,1
"market_003, market_012",0.1,0,48.1861729896692,0.899521371809674,1
"market_003, market_013",0.1,0,18.1561471879394,0.854281863889403,1
"market_003, market_014",0.1,0,28.1148744918258,0.895916941918127,1
"market_004, market_005",0.1,0,35.3189310976155,0.960803363525081,1
"market_004, market_006",0.1,0,25.693972550033,0.868591050811644,1
"market_004, market_007",0.1,0,40.4025207556156,0.929280374491017,1
"market_004, market_008",0.1,0,31.3404485575153,0.897729694957489,1
"market_004, market_009",0.1,0,18.4081462129092,0.821840857202821,1
"market_004, market_010",0.1,0,60.7506104594294,0.960965358666392,1
"market_004, market_011",0.1,0,26.6617828315545,0.865935540353873,1
"market_004, market_012",0.1,0,50.7691211721038,0.934263035074545,1
"market_004, market_013",0.1,0,22.3009896250206,0.789435878889335,1
"market_004, market_014",0.1,0,32.3172522489246,0.829212504806478,1
"market_005, market_006",0.1,0,34.0490493256061,0.983960754017652,1
"market_005, market_007",0.1,0,48.9011774248498,0.897312523209402,1
"market_005, market_008",0.1,0,40.4068658055878,0.951447592368599,1
"market_005, market_009",0.1,0,27.094630879659,0.977599230059463,1
"market_005, market_010",0.1,0,70.2592225822421,0.844668647529712,1
"market_005, market_011",0.1,0,35.3223248486565,0.956704688356325,1
"market_005, market_012",0.1,0,59.2751113953875,0.800802110734658,1
"market_005, market_013",0.1,0,30.6830473420698,0.947228260394006,1
"market_005, market_014",0.1,0,40.2800519328656,0.979083634799583,1
"market_006, market_007",0.1,0,39.260931586584,0.940455531252491,1
"market_006, market_008",0.1,0,30.7335574668993,0.970981840841132,1
"market_006, market_009",0.1,0,17.3685713855817,0.918237188867274,1
"market_006, market_010",0.1,0,59.9588613850259,0.887051277788659,1
"market_006, market_011",0.1,0,25.622940474759,0.956851527702305,1
"market_006, market_012",0.1,0,50.7861188375852,0.855378532372069,1
"market_006, market_013",0.1,0,20.8158762428957,0.886199166574996,1
"market_006, market_014",0.1,0,30.6545127557262,0.937203645590129,1
"market_007, market_008",0.1,0,45.3941354995087,0.914190163199347,1
"market_007, market_009",0.1,0,33.5581743415634,0.950035365151913,1
"market_007, market_010",0.1,0,76.95422775088,0.830424548252793,1
"market_007, market_011",0.1,0,41.058694459298,0.96062079830513,1
"market_007, market_012",0.1,0,65.3519670376418,0.783177595983718,1
"market_007, market_013",0.1,0,35.5511448998594,0.942381206603279,1
"market_007, market_014",0.1,0,45.3502606577355,0.95098002115582,1
"market_008, market_009",0.1,0,23.2602071396139,0.937428201514513,1
"market_008, market_010",0.1,0,66.1021534362587,0.817077716983841,1
"market_008, market_011",0.1,0,31.5999435622976,0.959820309261811,1
"market_008, market_012",0.1,0,56.4965400104696,0.852892275880321,1
"market_008, market_013",0.1,0,27.7514463159539,0.925557520967344,1
"market_008, market_014",0.1,0,36.7785922245889,0.944877957404362,1
"market_009, market_010",0.1,0,54.9777661082749,0.916619291786067,1
"market_009, market_011",0.1,0,19.2677629893089,0.89116611797681,1
"market_009, market_012",0.1,0,44.5474660424088,0.906796656096969,1
"market_009, market_013",0.1,0,13.2118760450426,0.844228858920829,1
"market_009, market_014",0.1,0,23.6530673207189,0.884486592082734,1
"market_010, market_011",0.1,0,62.0544408529374,0.855222273795556,1
"market_010, market_012",0.1,0,87.6281067848597,0.767728956225748,1
"market_010, market_013",0.1,0,57.4151626876372,0.957505570406223,1
"market_010, market_014",0.1,0,66.9710271414853,0.924516407448826,1
"market_011, market_012",0.1,0,51.9712797674349,0.86534454190221,1
"market_011, market_013",0.1,0,22.1083903388232,0.884732655708805,1
"market_011, market_014",0.1,0,31.7102380627842,0.921602139886695,1
"market_012, market_013",0.1,0,46.206492080375,0.90883064959468,1
"market_012, market_014",0.1,0,55.9423269365761,0.908723359700768,1
"market_013, market_014",0.1,0,27.4414989564523,0.849035593372722,1
